Employee_ID,First_Name,Last_Name,Age,Gender,Department,Job_Level,Years_Experience,Annual_Salary,Monthly_Bonus,Satisfaction_Score,Performance_Rating,Projects_Completed,Overtime_Hours,Sick_Days_Taken,Remote_Work_Pct,Education_Level,City,Engagement_Index,Attrition_Risk
1620,Quinn,Miller,31.0,Female,Sales,Director,2.9,84644.43,,3.82,C,5,0.5,3.0,100,Masters,Denver,88.93,0.2051
1621,Eve,Wilson,38.0,Male,Marketing,Manager,16.8,76432.83,1856.97,4.88,B,7,0.5,11.0,25,Masters,Chicago,89.99,0.2176
1622,Eve,Garcia,40.0,Female,Support,Director,17.0,100309.57,511.39,7.21,C,7,7.1,19.0,0,Masters,Miami,80.7,0.4234
1623,Frank,Moore,46.0,Female,Finance,Lead,6.0,65041.92,2403.42,1.76,C,5,13.0,19.0,100,Masters,Denver,93.0,0.6236
1624,Charlie,Jones,,Male,Support,Manager,8.5,65613.33,504.11,7.4,A,4,1.1,5.0,50,High School,Austin,44.27,0.4863
1625,Eve,Wilson,43.0,Male,Support,Junior,13.5,30077.39,1436.82,9.34,D,9,12.8,13.0,100,Bachelors,New York,64.33,0.1411
1626,Eve,Rodriguez,45.0,Female,Marketing,Lead,22.3,95235.61,420.12,7.87,B,12,,11.0,50,High School,Miami,74.8,0.1818
1627,Jack,Johnson,64.0,Female,Support,Senior,4.7,70307.63,1059.77,2.73,B,10,10.6,16.0,25,Bachelors,Chicago,45.69,0.0658
1628,Jack,Taylor,47.0,Male,Support,Director,5.8,136539.33,2191.28,1.79,B,9,0.1,,75,Masters,New York,81.07,0.019
1629,Sam,Thomas,37.0,Female,Support,Senior,3.8,63078.28,1239.08,5.41,D,5,0.5,2.0,0,Masters,Chicago,87.59,0.133
1630,Quinn,Wilson,63.0,Female,Marketing,Junior,0.5,73948.72,718.96,9.61,B,4,2.9,8.0,25,Bachelors,San Francisco,86.24,0.3856
1631,Ned,Taylor,55.0,Male,Legal,Senior,3.8,84023.11,,8.37,C,6,9.4,15.0,100,Bachelors,New York,85.68,0.1676
1632,Ivy,Anderson,61.0,Male,Finance,Senior,10.9,47758.2,1070.53,6.06,D,7,3.0,9.0,75,Masters,Chicago,53.82,0.1873
1633,Ned,Johnson,48.0,Female,Engineering,Junior,11.4,79888.05,1320.06,,C,9,,8.0,50,Masters,Boston,49.05,0.1237
1634,Alice,Wilson,36.0,Male,Sales,Mid,15.6,72762.55,1427.0,7.42,C,10,2.1,16.0,100,Bachelors,Chicago,88.41,0.6791
1635,Sam,Anderson,23.0,Female,Legal,Senior,0.4,65318.86,855.08,8.32,B,8,0.7,1.0,25,Masters,Austin,90.55,0.2152
1636,Mona,Moore,63.0,Male,HR,Mid,5.2,97797.29,1040.79,9.42,C,4,13.0,1.0,25,Bachelors,Boston,79.55,0.3158
1637,Mona,Rodriguez,64.0,Female,Finance,Mid,0.8,52117.53,404.4,6.51,B,7,0.4,1.0,75,Bachelors,Seattle,70.68,0.4634
1638,Diana,Anderson,48.0,Female,Legal,Junior,1.6,78047.85,1143.7,5.63,D,10,6.1,15.0,100,High School,Miami,73.16,0.222
1639,Alice,Williams,23.0,Female,Support,Manager,16.1,104002.61,426.24,6.57,A,9,10.7,0.0,100,Bachelors,Atlanta,86.32,0.1548
1640,Quinn,Davis,29.0,Male,Engineering,Lead,4.8,56454.32,922.29,9.49,B,7,0.6,7.0,50,Masters,Seattle,80.59,0.4116
1641,Hank,Wilson,44.0,Male,Marketing,Junior,9.9,65468.51,612.16,6.65,A,8,3.7,6.0,25,Bachelors,New York,35.69,0.2948
1642,Bob,Moore,50.0,Female,Operations,Lead,0.5,123596.7,2040.63,3.32,B,5,0.3,9.0,0,Bachelors,San Francisco,70.11,0.2164
1643,Hank,Rodriguez,22.0,Male,Engineering,Senior,3.8,82436.6,848.95,6.73,A,4,3.1,11.0,25,Bachelors,Chicago,36.85,0.0584
1644,Grace,Davis,21.0,Male,Finance,Junior,7.9,60863.66,2187.43,8.92,D,14,7.7,4.0,0,Bachelors,,79.94,0.1626
1645,Bob,Brown,44.0,Female,Operations,Mid,1.0,89657.74,787.37,6.1,D,8,1.8,13.0,75,High School,Denver,80.8,0.1623
1646,Charlie,Anderson,25.0,Male,Marketing,Senior,2.8,59501.94,2440.71,5.52,C,10,1.3,16.0,75,Bachelors,Portland,61.41,0.3632
1647,Rita,Smith,45.0,Male,Engineering,Mid,0.5,37571.85,1181.94,7.6,A,8,1.4,2.0,25,Bachelors,Chicago,72.63,0.0769
1648,Leo,Brown,27.0,Male,HR,Lead,7.4,102192.01,157.21,6.95,B,6,7.8,11.0,25,High School,Miami,46.34,0.2579
1649,Alice,Taylor,54.0,Female,Sales,Mid,24.8,47732.7,622.63,1.51,F,11,18.2,15.0,0,PhD,Atlanta,68.51,0.1672
1650,Leo,Rodriguez,46.0,Female,Sales,Junior,12.3,220859.72315702777,461.43,7.53,A,5,1.3,14.0,25,High School,Atlanta,88.37,0.3407
1651,Eve,Johnson,44.0,Male,Finance,Director,25.7,61234.69,273.53,4.67,C,10,0.4,4.0,75,Masters,Chicago,85.57,0.1786
1652,Quinn,Williams,37.0,Male,Legal,Junior,13.1,118931.82,440.05,9.47,B,9,0.7,12.0,75,PhD,Austin,88.27,0.3387
1653,Paul,Martinez,20.0,Male,Marketing,Senior,13.5,41889.24,525.38,9.74,F,8,4.9,8.0,50,Masters,Austin,63.9,0.2655
1654,Olivia,Davis,58.0,Female,Marketing,Junior,6.0,94560.86,172.55,5.04,B,11,5.6,2.0,0,PhD,New York,87.84,0.1326
1655,Olivia,Garcia,22.0,Male,Sales,Mid,5.1,82993.98,709.48,9.72,A,7,3.0,4.0,100,Masters,,49.46,0.5725
1656,Eve,Davis,23.0,Female,Engineering,Mid,3.6,90430.42,1143.21,3.8,C,10,0.4,1.0,25,Bachelors,New York,68.2,0.1412
1657,Ned,Miller,60.0,Male,Marketing,Junior,11.9,93296.5,3299.2,7.14,B,11,13.2,1.0,75,Bachelors,Seattle,73.79,0.0623
1658,Bob,Taylor,56.0,Non-Binary,HR,Mid,1.4,61049.61,1909.26,1.68,C,9,13.3,12.0,0,Masters,Boston,64.83,0.1288
1659,Kate,Thomas,34.0,Male,HR,Junior,0.4,43205.44,688.95,2.3,A,10,2.5,13.0,50,Bachelors,Denver,48.36,0.2264
1660,Sam,Thomas,27.0,Female,Marketing,Senior,20.7,,832.25,,C,15,8.6,17.0,0,Bachelors,,46.59,0.4367
1661,Grace,Jones,57.0,Male,Marketing,Senior,0.0,76906.67,1220.99,9.04,B,8,11.4,12.0,25,Bachelors,Austin,77.75,0.1566
1662,Frank,Rodriguez,38.0,Male,Sales,Junior,26.4,61619.42,729.73,5.79,C,5,3.5,2.0,100,PhD,Denver,69.21,0.2735
1663,Bob,Brown,45.0,Female,Finance,Manager,9.1,78106.19,862.07,4.06,D,12,4.6,2.0,0,Masters,Atlanta,70.74,0.267
1664,Frank,Garcia,58.0,Female,Sales,Junior,2.8,79251.76,439.82,5.06,F,6,6.6,12.0,25,Masters,Seattle,74.06,0.6729
1665,Rita,Johnson,29.0,Male,Finance,Junior,8.4,51979.42,807.69,8.83,C,7,11.1,13.0,50,Bachelors,Denver,92.45,0.3326
1666,Bob,Moore,57.0,Female,Support,Senior,11.9,80689.37,892.05,2.9,C,11,0.5,17.0,0,Bachelors,New York,87.7,0.5525
1667,Rita,Johnson,33.0,Female,HR,Mid,2.0,66121.34,281.43,3.65,,8,0.3,3.0,25,PhD,Chicago,91.13,0.143
1668,Olivia,Johnson,60.0,Female,Finance,Mid,10.3,,1198.42,8.07,A,9,5.6,11.0,0,Masters,New York,81.24,0.1144
1669,Sam,Martinez,38.0,Male,Sales,Junior,11.4,89322.25,1240.34,9.42,C,9,0.2,6.0,0,Masters,Seattle,77.49,0.3108
1670,Bob,Miller,49.0,Female,Marketing,Lead,2.0,54906.19,1276.05,1.84,A,10,,4.0,50,Bachelors,Miami,89.69,0.1824
1671,Tina,Thomas,24.0,Female,Finance,Senior,0.3,61953.31,447.45,8.23,B,9,2.7,2.0,0,Bachelors,Seattle,64.42,0.1157
1672,Frank,Johnson,50.0,Male,Sales,Junior,1.6,73585.12,2189.61,6.81,C,10,1.0,7.0,50,Masters,Portland,53.05,0.1985
1673,Alice,Moore,26.0,Female,HR,Mid,1.6,102234.86,626.38,3.08,C,9,11.5,3.0,0,High School,Portland,87.68,0.4365
1674,Olivia,Moore,38.0,Male,Operations,Lead,0.5,76241.25,306.06,7.8,B,9,2.0,2.0,75,PhD,Miami,80.56,0.1419
1675,Jack,Anderson,50.0,Male,Support,Senior,9.1,83622.34,2090.65,7.55,C,7,4.3,7.0,100,Bachelors,Atlanta,72.07,0.2871
1676,Sam,Moore,58.0,Female,Finance,Junior,3.3,65451.86,363.45,2.28,D,7,0.0,5.0,100,Bachelors,Austin,93.49,0.2963
1677,Quinn,Thomas,43.0,Female,HR,Mid,15.1,70273.23,1020.65,5.52,C,4,3.6,6.0,75,High School,Boston,55.78,0.1215
1678,Eve,Johnson,53.0,Male,HR,Junior,2.0,70924.7,507.54,7.82,C,3,8.3,13.0,100,Masters,Seattle,51.23,0.3216
1679,Diana,Moore,42.0,Male,Engineering,Mid,4.2,78452.74,202.06,2.72,B,9,17.3,16.0,50,Bachelors,Austin,97.93,0.4041
1680,Jack,Rodriguez,64.0,Non-Binary,Operations,Lead,7.1,65488.71,353.65,5.16,F,10,5.7,,25,Bachelors,Boston,55.41,0.1762
1681,Quinn,Miller,59.0,Male,Finance,Mid,14.7,101480.0,1931.81,2.09,B,4,1.1,11.0,50,Bachelors,Miami,41.08,0.3179
1682,Jack,Wilson,25.0,Female,Sales,Mid,5.2,63790.34,837.87,3.76,D,4,,5.0,25,Bachelors,Seattle,59.01,0.182
1683,Quinn,Williams,57.0,Female,Finance,Manager,3.3,34440.7,548.28,2.96,D,11,0.9,2.0,50,Bachelors,Portland,60.77,0.4333
1684,Tina,Williams,60.0,Male,Finance,Senior,14.1,132341.53,660.88,5.55,C,7,2.1,6.0,50,High School,Portland,66.66,0.0128
1685,Eve,Miller,55.0,Female,Operations,Senior,2.6,64797.89,314.1,2.27,D,9,4.1,2.0,25,Bachelors,Boston,77.19,0.1487
1686,Bob,Jones,46.0,Female,Legal,Mid,0.6,100889.74,410.62,4.45,B,6,3.3,1.0,75,PhD,Miami,82.27,0.2367
1687,Frank,Martinez,30.0,Male,HR,Senior,4.1,102905.4,1432.59,3.48,D,9,10.3,18.0,75,Masters,New York,82.82,0.4287
1688,Bob,Taylor,24.0,Female,HR,Senior,10.8,92794.71,958.79,7.71,C,12,1.1,9.0,75,Masters,Chicago,73.66,0.1843
1689,Mona,Taylor,36.0,Female,HR,Mid,0.2,,804.27,7.3,B,8,2.8,16.0,75,Masters,Miami,81.57,0.5752
1690,Kate,Garcia,26.0,Female,HR,Director,6.2,78307.07,705.5,1.85,A,8,5.0,8.0,50,Bachelors,New York,84.02,0.1315
1691,Kate,Thomas,46.0,Female,Operations,Manager,6.3,43960.78,174.81,9.58,C,6,19.8,7.0,50,High School,Atlanta,89.09,0.1163
1692,Paul,Anderson,34.0,Male,Sales,Senior,18.5,115783.25,751.26,7.7,D,5,1.2,8.0,0,Bachelors,Chicago,77.82,0.0716
1693,Kate,Davis,32.0,Male,Marketing,Mid,2.4,53260.27,1433.57,6.54,D,8,9.0,2.0,100,PhD,Seattle,79.85,0.4585
1694,Sam,Rodriguez,30.0,Male,Engineering,Mid,2.3,66414.18,497.98,5.3,,12,4.8,8.0,0,High School,Atlanta,81.45,0.4674
1695,Olivia,Smith,64.0,Male,Legal,Junior,4.1,74177.7,760.22,2.6,B,7,0.7,11.0,100,Masters,Portland,47.64,0.3021
1696,Paul,Williams,45.0,Male,Legal,Mid,3.1,69636.33,78.41,9.66,B,9,7.7,2.0,100,Masters,Seattle,70.36,0.5017
1697,Kate,Wilson,41.0,Female,Support,Lead,9.3,57548.79,1817.98,1.07,C,5,1.0,4.0,50,Bachelors,New York,56.8,0.2897
1698,Paul,Miller,47.0,Female,HR,Mid,7.2,102675.46,2208.32,7.23,C,7,6.0,0.0,75,Masters,New York,76.83,0.1889
1699,Hank,Garcia,43.0,Female,Support,Manager,10.0,92906.14,2199.38,5.57,B,8,1.4,1.0,25,Masters,Portland,74.43,0.1787
1700,Diana,Miller,48.0,Female,HR,Junior,12.0,79085.04,192.99,9.12,C,8,3.2,10.0,50,Bachelors,Seattle,46.82,0.336
1701,Hank,Davis,28.0,Female,Engineering,Mid,17.9,63209.83,1516.48,4.43,C,11,7.6,4.0,25,Masters,Austin,67.84,0.3209
1702,Diana,Garcia,61.0,Female,HR,Senior,3.9,95414.07,,5.67,C,13,5.0,15.0,0,Masters,Chicago,13.52,0.2123
1703,Charlie,Williams,23.0,Female,Marketing,Mid,29.3,61781.69,795.05,7.68,C,2,6.7,19.0,75,Masters,Portland,38.93,0.5085
1704,Charlie,Johnson,37.0,Male,Legal,Manager,1.7,106548.62,608.76,1.43,C,5,8.1,2.0,0,PhD,Seattle,69.61,0.0551
1705,Rita,Anderson,62.0,Female,Finance,Director,8.8,74446.86,1509.08,1.49,B,5,0.2,0.0,75,High School,Chicago,88.79,0.2208
1706,Sam,Miller,35.0,Female,Engineering,Junior,5.3,99055.19,873.62,2.91,D,10,,8.0,50,Bachelors,,42.08,0.3191
1707,Sam,Anderson,52.0,Male,Legal,Junior,11.9,69495.95,408.69,2.32,B,9,,0.0,25,Bachelors,Atlanta,85.64,0.2653
1708,Eve,Anderson,48.0,Female,Sales,Junior,4.5,73573.73,1299.9,1.06,,7,7.9,4.0,75,Bachelors,Chicago,53.58,0.1353
1709,Rita,Anderson,58.0,Female,Legal,Senior,10.7,98959.26,1778.03,6.61,B,7,2.3,17.0,100,Masters,Denver,75.38,0.2469
1710,Jack,Wilson,29.0,Male,Engineering,Mid,18.6,120266.35,1433.3,8.16,C,9,1.7,3.0,50,Bachelors,Boston,85.8,0.2436
1711,Frank,Smith,28.0,Female,Marketing,Senior,9.2,106328.07,1495.14,9.61,D,10,6.1,9.0,50,High School,San Francisco,58.39,0.337
1712,Alice,Williams,50.0,Male,Operations,Mid,10.5,91296.96,310.6,4.97,A,10,0.7,14.0,75,PhD,Atlanta,27.96,0.0664
1713,Eve,Anderson,47.0,Male,Sales,Senior,0.5,84964.24,537.17,3.52,F,5,10.7,1.0,75,High School,Boston,76.83,0.501
1714,Ivy,Wilson,22.0,Non-Binary,Finance,Lead,1.6,60847.13,971.09,8.78,A,11,0.4,3.0,0,Masters,Austin,67.54,0.4642
1715,Leo,Brown,33.0,Female,HR,Mid,25.6,78495.05,2055.69,8.6,A,8,4.1,7.0,50,Bachelors,Atlanta,92.98,0.2211
1716,Ned,Thomas,44.0,Female,Engineering,Mid,8.3,51912.92,420.81,6.62,D,5,9.4,0.0,100,High School,Seattle,48.47,0.2925
1717,Bob,Taylor,34.0,Female,Sales,Junior,5.8,80267.21,1985.25,3.46,C,8,6.4,8.0,25,High School,Boston,93.08,0.5423
1718,Quinn,Smith,21.0,Male,Engineering,Mid,3.2,81681.11,146.11,9.18,A,8,3.3,7.0,100,Bachelors,Portland,25.72,0.1557
1719,Ned,Jones,43.0,Female,Finance,Mid,0.3,28861.41,1821.18,2.61,D,6,1.3,14.0,25,Bachelors,Austin,78.48,0.6006
1720,Mona,Martinez,33.0,Female,Engineering,Mid,3.2,72852.25,1712.31,1.39,C,10,4.6,6.0,0,Bachelors,Boston,77.85,0.2218
1721,Ivy,Williams,26.0,Non-Binary,Support,Manager,4.8,81127.25,2788.71,8.17,A,8,17.0,13.0,75,Masters,Boston,58.65,0.0902
1722,Olivia,Johnson,55.0,Male,Legal,Manager,1.7,70158.38,1567.87,6.07,D,10,0.5,12.0,25,Bachelors,Portland,74.44,0.0706
1723,Olivia,Moore,43.0,Female,Legal,Lead,1.3,79877.07,1034.48,3.22,B,9,0.2,19.0,100,High School,Austin,66.98,0.307
1724,Kate,Williams,46.0,Female,Sales,Mid,5.0,42482.11,614.89,7.04,B,4,2.7,4.0,75,Bachelors,San Francisco,84.47,0.1531
1725,Paul,Davis,56.0,Female,Marketing,Senior,6.2,54930.99,557.61,7.9,,5,4.5,6.0,100,High School,Portland,91.91,0.4145
1726,Quinn,Garcia,57.0,Female,Operations,Mid,1.9,94768.64,775.4,8.6,C,7,2.2,4.0,0,Masters,Miami,46.64,0.3699
1727,Diana,Thomas,49.0,Male,Sales,Junior,6.2,72012.58,581.45,3.54,C,6,6.3,1.0,0,Masters,Austin,83.87,0.6062
1728,Alice,Taylor,46.0,Non-Binary,Engineering,Mid,16.1,79477.34,1299.62,1.23,D,14,3.7,9.0,100,High School,San Francisco,68.48,0.1911
1729,Hank,Miller,58.0,Female,Finance,Junior,4.5,,1541.83,,D,7,2.1,12.0,100,PhD,Chicago,72.99,0.2248
1730,Quinn,Anderson,,Male,Legal,Mid,13.6,72428.87,394.84,8.7,B,4,7.9,2.0,100,Bachelors,Boston,78.0,0.1385
1731,Charlie,Garcia,45.0,Female,HR,Mid,18.3,,,2.87,D,7,0.5,13.0,25,Bachelors,Atlanta,62.24,0.3957
1732,Tina,Garcia,20.0,Female,HR,Director,0.7,,1086.8,4.79,B,10,0.2,15.0,50,Masters,Portland,56.35,0.5879
1733,Olivia,Anderson,23.0,Male,Finance,Mid,0.7,111774.52,650.07,3.31,B,13,0.3,7.0,50,Bachelors,Atlanta,84.67,0.23
1734,Olivia,Williams,48.0,Female,Engineering,Manager,4.5,48569.61,1793.98,1.12,F,8,8.4,13.0,50,High School,Portland,85.32,0.4123
1735,Ned,Anderson,20.0,Male,Operations,Junior,6.2,51312.69,447.19,9.09,C,8,8.0,17.0,25,Masters,Boston,82.77,0.3399
1736,Ned,Thomas,62.0,Male,Support,Junior,3.9,81699.36,269.04,2.22,B,6,8.9,5.0,50,Masters,,72.44,0.2033
1737,Bob,Taylor,41.0,Female,Finance,Mid,2.8,104425.34,428.91,7.9,C,9,1.7,1.0,50,Masters,,92.71,0.384
1738,Mona,Davis,30.0,Male,Engineering,Senior,7.2,71953.86,537.45,4.12,C,5,3.4,11.0,50,Masters,Austin,75.54,0.2464
1739,Ned,Anderson,29.0,Male,Sales,Junior,0.0,44955.0,1745.98,3.5,A,12,1.9,4.0,100,PhD,New York,96.49,0.12
1740,Sam,Miller,36.0,Male,Operations,Junior,24.1,67410.42,1688.79,9.47,D,9,4.4,1.0,25,Masters,Seattle,63.63,0.0745
1741,Grace,Miller,55.0,Male,Support,Mid,1.8,49341.49,843.1,6.91,D,8,9.3,9.0,100,High School,Boston,80.32,0.3639
1742,Charlie,Garcia,45.0,Female,Support,Mid,17.4,57285.38,121.24,7.18,C,6,0.1,1.0,100,Bachelors,Chicago,96.94,0.2085
1743,Olivia,Jones,,Female,Marketing,Senior,0.8,65311.1,468.36,7.84,C,8,4.2,12.0,75,Masters,Seattle,74.97,0.2408
1744,Ned,Martinez,32.0,Non-Binary,Engineering,Mid,1.9,51554.86,2610.13,4.07,B,4,1.1,2.0,25,High School,Seattle,87.16,0.0634
1745,Kate,Davis,28.0,Female,Support,Junior,1.9,54886.07,1475.37,6.07,D,8,10.2,4.0,0,Bachelors,Portland,90.34,0.231
1746,Olivia,Jones,30.0,Male,HR,Manager,38.9,73639.75,111.49,3.43,B,5,15.7,,25,High School,San Francisco,74.98,0.3898
1747,Mona,Rodriguez,30.0,Female,HR,Mid,0.0,76730.79,62.49,8.51,A,6,8.8,15.0,50,PhD,New York,31.94,0.4158
1748,Rita,Rodriguez,25.0,Female,Legal,Senior,7.1,40672.43,1431.32,6.39,F,12,0.2,7.0,0,Bachelors,Chicago,53.31,0.1999
1749,Frank,Smith,20.0,Female,Operations,Lead,14.3,80720.4,2016.12,3.19,D,4,1.8,3.0,100,Bachelors,Seattle,76.35,0.3292
1750,Charlie,Garcia,25.0,Female,Support,Director,7.8,63597.46,337.66,9.1,C,5,1.3,3.0,25,Masters,Miami,88.39,0.3279
1751,Sam,Miller,32.0,Female,Marketing,Mid,3.2,87845.75,451.36,6.23,A,16,8.8,5.0,50,Bachelors,Miami,39.75,0.0407
1752,Olivia,Williams,41.0,Female,Engineering,Senior,22.2,89170.95,1649.24,5.46,B,10,0.1,4.0,0,Masters,Portland,26.89,0.2797
1753,Eve,Miller,50.0,Male,Marketing,Mid,15.7,60020.09,651.42,1.31,B,9,12.8,11.0,75,Masters,New York,70.0,0.2493
1754,Jack,Wilson,41.0,Female,Legal,Senior,4.0,85511.25,722.36,9.19,C,10,4.4,5.0,75,Bachelors,,72.03,0.23
1755,Grace,Wilson,56.0,Male,Sales,Mid,6.0,53586.97,695.61,9.57,C,7,6.8,1.0,25,Bachelors,Miami,83.14,0.6762
1756,Quinn,Miller,46.0,Male,Marketing,Mid,24.0,101122.77,909.19,6.06,C,15,3.0,0.0,75,High School,Miami,75.34,0.4095
1757,Grace,Taylor,33.0,Male,Sales,Lead,28.3,54419.0,1052.78,4.98,C,9,6.1,13.0,50,Bachelors,,84.92,0.0618
1758,Leo,Thomas,24.0,Male,HR,Junior,4.2,79760.49,2756.8,4.24,C,8,2.0,10.0,0,Bachelors,San Francisco,76.82,0.4116
1759,Quinn,Wilson,55.0,Male,Sales,Manager,13.2,67872.6,610.67,3.41,D,8,5.4,17.0,25,High School,Seattle,86.37,0.4694
1760,Mona,Johnson,51.0,Male,Engineering,Lead,2.5,49628.32,720.02,6.17,C,10,2.8,2.0,50,PhD,Portland,83.66,0.3202
1761,Tina,Miller,53.0,Female,Operations,Mid,3.3,91820.15,308.65,2.15,F,5,13.4,18.0,25,PhD,New York,69.01,0.4429
1762,Diana,Moore,26.0,Female,Operations,Mid,1.3,58489.1,902.0,9.27,D,9,13.3,15.0,75,Masters,Seattle,89.99,0.4925
1763,Jack,Smith,61.0,Non-Binary,Engineering,Mid,1.6,34598.41,1735.27,2.58,B,14,4.2,3.0,50,Bachelors,Boston,61.13,0.2272
1764,Charlie,Jones,29.0,Male,Engineering,Director,7.5,8595.71,447.0,7.71,D,8,7.4,7.0,75,Bachelors,Seattle,90.11,0.3349
1765,Ivy,Rodriguez,36.0,Female,Engineering,Junior,5.0,52749.02,392.58,3.76,B,8,6.8,12.0,75,Masters,Denver,98.24,0.3926
1766,Mona,Miller,49.0,Female,Finance,Senior,1.8,102269.99,1630.87,3.03,F,8,6.1,5.0,50,Bachelors,San Francisco,84.46,0.1054
1767,Rita,Miller,40.0,Male,Support,Senior,3.6,99670.25,1048.64,6.02,C,10,18.3,15.0,0,Masters,San Francisco,65.07,0.214
1768,Olivia,Wilson,32.0,Female,Legal,Manager,3.3,56190.84,395.56,7.89,C,9,10.5,,100,High School,Denver,87.03,0.1238
1769,Diana,Thomas,20.0,Female,Sales,Lead,30.6,63761.99,937.92,7.54,B,6,6.8,13.0,0,Masters,Seattle,83.32,0.0937
1770,Olivia,Anderson,20.0,Male,Support,Senior,13.4,61771.91,363.79,3.1,A,8,0.4,1.0,0,Bachelors,Chicago,90.38,0.4113
1771,Bob,Johnson,52.0,Female,Engineering,Junior,3.4,42664.49,632.78,3.97,A,4,2.2,0.0,0,Masters,Chicago,74.17,0.1913
1772,Olivia,Davis,57.0,Female,Operations,Mid,17.2,51125.7,680.59,8.82,D,10,2.1,13.0,25,Masters,Chicago,78.98,0.1847
1773,Hank,Williams,44.0,Male,Marketing,Junior,2.9,,1614.29,7.51,B,8,3.6,15.0,100,Bachelors,Atlanta,43.91,0.1604
1774,Hank,Moore,45.0,Male,Marketing,Manager,7.7,83085.53,1245.11,7.41,C,6,9.7,14.0,25,Bachelors,Denver,81.34,0.3402
1775,Quinn,Davis,32.0,Male,Finance,Senior,23.8,78007.95,1681.3,3.42,D,15,5.6,11.0,25,Masters,Denver,75.1,0.1089
1776,Leo,Williams,47.0,Male,Support,Lead,3.5,42626.77,623.92,8.13,B,6,7.4,18.0,75,High School,Austin,85.25,0.3378
1777,Sam,Martinez,52.0,Female,Support,Senior,8.0,74215.47,1161.66,4.23,C,8,0.2,16.0,25,PhD,Boston,79.34,0.2173
1778,Jack,Miller,56.0,Female,Support,Mid,2.5,21315.41,166.98,4.61,B,3,,14.0,0,Bachelors,New York,56.65,0.192
1779,Ivy,Johnson,60.0,Male,Sales,Junior,2.2,90541.66,382.62,3.59,B,4,13.2,7.0,0,Bachelors,Portland,58.04,0.2925
1780,Eve,Brown,49.0,Female,Sales,Mid,6.0,77688.65,264.65,2.09,D,12,1.2,18.0,75,Masters,Chicago,88.17,0.2498
1781,Frank,Wilson,27.0,Male,Legal,Junior,27.1,42404.89,1451.3,4.78,C,11,7.9,9.0,100,Masters,Denver,80.2,0.4113
1782,Tina,Garcia,20.0,Male,Sales,Senior,4.2,107561.36,2446.73,1.15,A,10,4.0,19.0,50,Bachelors,San Francisco,87.9,0.4078
1783,Bob,Wilson,31.0,Male,Operations,Junior,19.4,32484.38,705.17,5.1,C,14,2.2,8.0,50,Masters,,59.19,0.3651
1784,Mona,Rodriguez,24.0,Female,Operations,Senior,17.2,83666.74,1225.68,7.53,D,6,7.2,17.0,100,Bachelors,,96.16,0.24
1785,Frank,Jones,43.0,Male,Support,Senior,2.0,84213.78,1204.09,9.65,A,5,16.7,2.0,100,Masters,Boston,67.98,0.1744
1786,Eve,Thomas,25.0,Male,Legal,Mid,3.6,44727.25,2292.5,1.71,B,9,1.5,17.0,25,Bachelors,San Francisco,80.82,0.3889
1787,Alice,Rodriguez,44.0,Male,Support,Junior,7.2,71167.28,,3.53,,8,2.2,12.0,25,High School,Chicago,64.71,0.363
1788,Frank,Moore,,Female,Finance,Mid,5.1,35989.79,882.94,5.45,D,8,1.7,,25,Masters,Chicago,68.65,0.2189
1789,Frank,Jones,44.0,Non-Binary,Sales,Mid,0.7,9379.77,394.42,2.53,C,10,5.2,3.0,0,Masters,Chicago,72.86,0.5549
1790,Paul,Martinez,20.0,Male,Sales,Senior,35.5,48506.72,288.18,2.05,B,6,6.4,19.0,100,Bachelors,Boston,86.53,0.2333
1791,Diana,Davis,51.0,Male,Support,Junior,9.8,221889.16111383314,1339.26,5.07,,5,3.3,6.0,100,Bachelors,San Francisco,67.59,0.3119
1792,Kate,Thomas,61.0,Female,Support,Lead,4.0,86173.64,,6.23,C,4,1.2,11.0,25,Masters,Atlanta,85.62,0.5373
1793,Ivy,Thomas,61.0,Female,Engineering,Lead,6.7,73482.98,488.9,8.38,B,12,1.9,14.0,100,Masters,New York,74.23,0.0766
1794,Charlie,Smith,22.0,Male,Support,Junior,0.6,74058.0,1139.21,9.98,C,7,6.9,15.0,0,Bachelors,Austin,92.25,0.3731
1795,Sam,Miller,38.0,Female,Sales,Senior,4.8,49682.72,671.95,7.97,C,12,10.8,7.0,100,Masters,Chicago,79.42,0.4438
1796,Hank,Brown,62.0,Female,Operations,Senior,18.7,60339.75,1359.37,2.99,D,5,,19.0,50,High School,Chicago,63.09,0.488
1797,Eve,Jones,48.0,Male,Engineering,Senior,15.9,51541.61,,7.73,A,7,1.4,12.0,0,Bachelors,Portland,87.75,0.1462
1798,Diana,Garcia,21.0,Female,Engineering,Junior,2.9,45050.57,944.86,5.83,B,10,5.5,0.0,25,Masters,Miami,78.2,0.4953
1799,Frank,Jones,28.0,Non-Binary,Sales,Junior,5.3,,867.18,5.06,C,11,5.1,4.0,75,Masters,Miami,48.23,0.3418
1800,Bob,Anderson,36.0,Female,Marketing,Junior,8.4,73639.27,2415.0,9.42,C,7,12.0,18.0,50,Masters,New York,84.26,0.3029
1801,Tina,Smith,55.0,Male,HR,Mid,2.9,59401.95,747.06,7.32,C,6,1.7,6.0,0,Masters,San Francisco,91.23,0.3953
1802,Kate,Anderson,36.0,Male,Support,Lead,0.5,64882.94,1419.01,7.14,B,10,8.5,3.0,75,High School,Denver,83.7,0.1816
